test_index,Model_A,Model_B,Local_Spearman_rho,Local_Spearman_p_value,Local_Cosine_similarity
705,RF,XGB,0.3948051948051948,0.07652675452161194,-0.41447465718497556
705,RF,LGBM,0.6636363636363637,0.0010381964669403767,0.7754338223406498
705,RF,MLP,-0.045454545454545456,0.8448883449705005,0.026055293372933493
705,XGB,LGBM,0.12987012987012986,0.5747411951907224,-0.4049196910108311
705,XGB,MLP,0.08311688311688312,0.7202033241160488,-0.21947994195874748
705,LGBM,MLP,0.07532467532467534,0.7455550758529895,0.2554977876006037
710,RF,XGB,0.5155844155844156,0.016746441238866275,0.7755033013722844
710,RF,LGBM,0.4506493506493507,0.04034530452704349,0.5552998189683462
710,RF,MLP,0.00909090909090909,0.9688031519255759,0.3730124672072116
710,XGB,LGBM,0.3701298701298701,0.0986265069357616,0.4242301374551176
710,XGB,MLP,0.2025974025974026,0.37845167579960404,0.5428727438442821
710,LGBM,MLP,0.11038961038961038,0.6338228017857539,0.5362322480163779
720,RF,XGB,0.4324675324675325,0.05022991747689417,0.2723470448989485
720,RF,LGBM,0.14415584415584418,0.5330058743165694,-0.034172338664638605
720,RF,MLP,0.12857142857142856,0.5786044448638965,0.007130661185247083
720,XGB,LGBM,-0.06753246753246753,0.7711624988673798,-0.4166036382038102
720,XGB,MLP,-0.14285714285714285,0.5367409296165598,-0.24527467674558395
720,LGBM,MLP,-0.3051948051948052,0.17852871608932544,-0.11112665033033746
721,RF,XGB,0.6116883116883116,0.0032126793710934515,0.7722733829447596
721,RF,LGBM,0.5922077922077922,0.0046768122311073605,0.6461360702006034
721,RF,MLP,0.012987012987012986,0.9554439323134464,0.5132554400682738
721,XGB,LGBM,0.3103896103896104,0.17087682060108259,0.28950939487244015
721,XGB,MLP,0.34285714285714286,0.1281314100732618,0.5067125414471133
721,LGBM,MLP,-0.14545454545454545,0.5292829389801046,0.7013549458602621
733,RF,XGB,0.5402597402597402,0.01146091866432833,0.823878894610754
733,RF,LGBM,0.551948051948052,0.00948241340899865,0.8241858694571434
733,RF,MLP,0.06883116883116883,0.7668778725128099,0.4262195486200506
733,XGB,LGBM,0.7090909090909091,0.0003195131305886621,0.9738473091943275
733,XGB,MLP,0.059740259740259746,0.7970010758753313,0.6452947123116792
733,LGBM,MLP,0.08311688311688312,0.7202033241160488,0.5938916265438707
736,RF,XGB,0.6181818181818182,0.002819482044682577,0.8965344798348694
736,RF,LGBM,0.4285714285714285,0.05257154042070508,0.5227754402845715
736,RF,MLP,0.14805194805194805,0.5218737233561959,0.5081617151553472
736,XGB,LGBM,0.33896103896103896,0.1328105963995839,0.35610776949854334
736,XGB,MLP,0.2571428571428571,0.2604731897004084,0.5081871100329268
736,LGBM,MLP,-0.14415584415584418,0.5330058743165694,0.7214612404394801
741,RF,XGB,0.15454545454545454,0.5035678584762259,0.023067268863839793
741,RF,LGBM,-0.1012987012987013,0.6621759840226068,-0.05966962441163894
741,RF,MLP,0.1961038961038961,0.39424166216971973,0.08684870038396778
741,XGB,LGBM,-0.3168831168831169,0.161633166892741,-0.18094035422495613
741,XGB,MLP,-0.11688311688311687,0.6138658528020938,-0.4455247838170644
741,LGBM,MLP,0.05844155844155843,0.8013282220179796,0.08244056700591765
756,RF,XGB,0.3025974025974026,0.1824410913813027,-0.1578865343675576
756,RF,LGBM,0.13636363636363635,0.5555953559520419,0.09088400591137162
756,RF,MLP,0.2896103896103896,0.2028773165232885,0.25164431540085275
756,XGB,LGBM,0.2662337662337662,0.2433987795806379,0.30231642761564287
756,XGB,MLP,0.3844155844155844,0.08532754860745444,0.06550313010712189
756,LGBM,MLP,0.2597402597402597,0.2555191301623943,0.18273399372663923
757,RF,XGB,0.5181818181818182,0.016111558031212534,0.6300533895493877
757,RF,LGBM,0.6948051948051948,0.0004732256022351797,0.7833917281062018
757,RF,MLP,0.29480519480519485,0.19452701576620293,0.46006911247154175
757,XGB,LGBM,0.7844155844155845,2.5628582377650183e-05,0.6269662434315536
757,XGB,MLP,0.08961038961038961,0.6992893846688304,0.2876232713997141
757,LGBM,MLP,0.22987012987012984,0.3161498376663408,0.5976400100517867
764,RF,XGB,0.6571428571428571,0.0012093758514660198,0.8748755736630748
764,RF,LGBM,0.39610389610389607,0.07547637795047248,0.5646642583323441
764,RF,MLP,0.24805194805194808,0.2782897943042767,0.5079809927761292
764,XGB,LGBM,0.3064935064935065,0.17659418586665693,0.402782322247436
764,XGB,MLP,0.2935064935064935,0.19659251726168667,0.4923673287567945
764,LGBM,MLP,-0.14155844155844155,0.5404880300232261,0.7053446722914775
771,RF,XGB,0.7337662337662337,0.00015324044854450608,0.7805636242044383
771,RF,LGBM,0.638961038961039,0.0018207240803378836,0.684126036943522
771,RF,MLP,0.15844155844155844,0.49273603731315235,0.40686674396380684
771,XGB,LGBM,0.587012987012987,0.005149313814572183,0.5731217413789393
771,XGB,MLP,0.10909090909090909,0.637844297226886,0.4769075447913356
771,LGBM,MLP,0.07012987012987014,0.7625997832797398,0.7349384416086934
777,RF,XGB,0.7116883116883117,0.0002967657030413711,0.7525184876319468
777,RF,LGBM,0.29480519480519485,0.19452701576620293,0.5271171947193555
777,RF,MLP,0.35454545454545455,0.11480159086511355,0.42652084048640376
777,XGB,LGBM,0.14675324675324675,0.5255721976110102,0.36715164652422905
777,XGB,MLP,0.42337662337662335,0.05582289840720049,0.36740642389496997
777,LGBM,MLP,0.3116883116883117,0.16899965782484547,0.6086952712433389
778,RF,XGB,0.6272727272727273,0.002337286312784887,0.01803685780641043
778,RF,LGBM,0.5584415584415584,0.008510101872800206,0.5012129819985913
778,RF,MLP,0.18181818181818182,0.43023793249590314,0.23304095256190738
778,XGB,LGBM,0.6766233766233766,0.0007567063943834323,0.585314904298283
778,XGB,MLP,0.13116883116883118,0.5708891960684089,-0.004720760418346777
778,LGBM,MLP,0.18571428571428572,0.4202513335237499,0.08591046016299796
780,RF,XGB,0.41818181818181815,0.05922578935165219,0.28179224450142554
780,RF,LGBM,-0.15714285714285717,0.4963338454232182,-0.4772920841645325
780,RF,MLP,0.04935064935064935,0.8317685534433151,0.0858813210509465
780,XGB,LGBM,0.22207792207792207,0.3332805195945379,0.43820136828818623
780,XGB,MLP,-0.05844155844155843,0.8013282220179796,-0.04961223144190262
780,LGBM,MLP,-0.04935064935064935,0.8317685534433151,-0.09088050856176796
781,RF,XGB,0.47922077922077916,0.027944448062011983,0.5867547723729497
781,RF,LGBM,0.2311688311688312,0.3133473331324291,0.7522544438232565
781,RF,MLP,0.4051948051948052,0.0684236454174195,0.3230102832418023
781,XGB,LGBM,0.6246753246753247,0.002467394475033326,0.8334961856769108
781,XGB,MLP,0.4636363636363636,0.03426529873787609,0.21868306900671355
781,LGBM,MLP,0.04935064935064935,0.8317685534433151,0.28274557776803017
782,RF,XGB,0.464935064935065,0.033699231028965625,0.10080806287079691
782,RF,LGBM,0.3987012987012987,0.07340807742224027,0.5068698842703705
782,RF,MLP,0.11688311688311687,0.6138658528020938,0.34921780503853617
782,XGB,LGBM,0.6831168831168831,0.0006422902406314428,0.6569945120931401
782,XGB,MLP,0.12337662337662336,0.5941682580055346,0.25101091482514276
782,LGBM,MLP,0.21818181818181817,0.342048012047813,0.6031349187692157
798,RF,XGB,0.6116883116883116,0.0032126793710934515,0.8459694190617285
798,RF,LGBM,0.7896103896103897,2.0778246572781005e-05,0.8219820813991987
798,RF,MLP,0.24675324675324672,0.2808956712631186,0.38982008526410133
798,XGB,LGBM,0.6246753246753247,0.002467394475033326,0.8530008743040007
798,XGB,MLP,0.1909090909090909,0.4071327297448127,0.38755364645399454
798,LGBM,MLP,0.14545454545454545,0.5292829389801046,0.5166566985933414
799,RF,XGB,0.6974025974025975,0.0004413317796217928,0.9028394675257854
799,RF,LGBM,0.7090909090909091,0.0003195131305886621,0.6531079866682649
799,RF,MLP,-0.005194805194805195,0.9821704184352004,0.21479665143360316
799,XGB,LGBM,0.7792207792207791,3.14355971288616e-05,0.6720747315141334
799,XGB,MLP,0.17012987012987013,0.46094318375206567,0.4726927053907636
799,LGBM,MLP,0.05064935064935065,0.8274046658865746,0.6686176900896049
816,RF,XGB,0.5844155844155844,0.005399998364912409,0.42802105450198225
816,RF,LGBM,0.5,0.02099150467016482,0.4788927635469937
816,RF,MLP,0.251948051948052,0.27056314022623557,0.32840927895133804
816,XGB,LGBM,0.014285714285714285,0.9509932422972027,0.26306591223053694
816,XGB,MLP,0.348051948051948,0.12207717550592732,0.33709814363027496
816,LGBM,MLP,0.022077922077922082,0.9243230289105082,0.4019761497295281
817,RF,XGB,0.7155844155844155,0.0002652530626513761,0.43025916867785374
817,RF,LGBM,-0.1935064935064935,0.40065858838070295,0.06603289757704343
817,RF,MLP,-0.059740259740259746,0.7970010758753313,-0.08567358847681247
817,XGB,LGBM,-0.10519480519480517,0.6499672847296488,0.46763941821439764
817,XGB,MLP,0.04285714285714286,0.8536570982478848,-0.2345129744819686
817,LGBM,MLP,-0.5818181818181818,0.00566070222608447,-0.5052863071177337
824,RF,XGB,0.006493506493506493,0.9777139815073872,-0.3144302668708992
824,RF,LGBM,-0.022077922077922082,0.9243230289105082,0.06302653107928016
824,RF,MLP,-0.051948051948051945,0.8230456679720457,0.06258935995273789
824,XGB,LGBM,0.748051948051948,9.650639036965712e-05,0.6748564421774562
824,XGB,MLP,0.059740259740259746,0.7970010758753313,-0.485351664635452
824,LGBM,MLP,0.0012987012987012987,0.9955422850919049,-0.5645734066038388
838,RF,XGB,0.7051948051948052,0.0003564308384906877,0.7913693029281315
838,RF,LGBM,0.5974025974025974,0.004240874117222793,0.8558197926101934
838,RF,MLP,0.24935064935064938,0.27569907970760515,0.6946224200135944
838,XGB,LGBM,0.4636363636363636,0.03426529873787609,0.6938732612006527
838,XGB,MLP,0.3675324675324675,0.10119902708769574,0.5908483990234995
838,LGBM,MLP,0.34545454545454546,0.12507807750179883,0.8376216325735172
842,RF,XGB,0.5532467532467533,0.009281014982756764,0.7118798812759495
842,RF,LGBM,0.2350649350649351,0.3050302888415488,0.787548084796376
842,RF,MLP,0.22077922077922077,0.3361880870952679,0.671777910389971
842,XGB,LGBM,0.12987012987012986,0.5747411951907224,0.7396080154502173
842,XGB,MLP,0.3025974025974026,0.1824410913813027,0.6538911513177575
842,LGBM,MLP,-0.18181818181818182,0.43023793249590314,0.774681691754601
846,RF,XGB,0.8090909090909091,8.958357547402355e-06,0.7874703885290892
846,RF,LGBM,0.5506493506493506,0.009687372375827964,0.7507332974280927
846,RF,MLP,0.5987012987012986,0.004137339094531022,0.6049715182545505
846,XGB,LGBM,0.6272727272727273,0.002337286312784887,0.7414723732546458
846,XGB,MLP,0.36883116883116884,0.09990670544494931,0.5175457772010726
846,LGBM,MLP,0.44415584415584414,0.04368428298320847,0.815656561683726
857,RF,XGB,0.4896103896103896,0.024270522021007424,0.8374150785563302
857,RF,LGBM,0.5441558441558442,0.010767227319457274,0.807983384582641
857,RF,MLP,0.20519480519480518,0.37223736385432643,0.2651185347993052
857,XGB,LGBM,0.2727272727272727,0.2316557954857192,0.5107476294320209
857,XGB,MLP,0.3168831168831169,0.161633166892741,0.2013879347929062
857,LGBM,MLP,-0.04805194805194805,0.8361372099212369,0.3399866266897406
867,RF,XGB,0.7610389610389611,6.17101871334167e-05,0.7501844156889269
867,RF,LGBM,0.8623376623376624,4.995617073702454e-07,0.9122839938897692
867,RF,MLP,0.41298701298701296,0.0627844372189399,0.48963338772844317
867,XGB,LGBM,0.7129870129870131,0.00028592281159081395,0.7858701739589259
867,XGB,MLP,0.3987012987012987,0.07340807742224027,0.42838984178164713
867,LGBM,MLP,0.4051948051948052,0.0684236454174195,0.6313566088376227
869,RF,XGB,0.5207792207792208,0.015496226134079147,0.8772290033732352
869,RF,LGBM,0.39090909090909093,0.07974355165372467,0.45156774314997367
869,RF,MLP,-0.029870129870129873,0.8977307350801783,0.25919921200419616
869,XGB,LGBM,0.3766233766233766,0.092405309430575,0.6021355589864743
869,XGB,MLP,0.1,0.6662641376986583,0.5073624218154992
869,LGBM,MLP,0.062337662337662345,0.788364072800584,0.6448415208981128
886,RF,XGB,0.5935064935064935,0.004564488616221692,0.32458866008907294
886,RF,LGBM,0.20649350649350648,0.3691521306594588,0.28531156943849006
886,RF,MLP,0.2701298701298701,0.2363077950605595,0.1979676467981969
886,XGB,LGBM,0.10519480519480517,0.6499672847296488,-0.07463937117465894
886,XGB,MLP,0.36883116883116884,0.09990670544494931,0.27872265359582526
886,LGBM,MLP,-0.07922077922077922,0.7328457347746481,0.16563831814292107
889,RF,XGB,0.5207792207792208,0.015496226134079147,0.5939226133188997
889,RF,LGBM,0.5987012987012986,0.004137339094531022,0.8012488956786381
889,RF,MLP,0.18961038961038962,0.41039115439621604,0.6201956822607623
889,XGB,LGBM,0.34415584415584416,0.12659816458138168,0.6363752897877684
889,XGB,MLP,0.37142857142857144,0.09735837325949603,0.6637135146249523
889,LGBM,MLP,0.01038961038961039,0.9643490145476253,0.815324319727826
893,RF,XGB,0.7454545454545455,0.00010520239301192448,0.48904024583505346
893,RF,LGBM,0.1909090909090909,0.4071327297448127,-0.3034779211550208
893,RF,MLP,-0.05064935064935065,0.8274046658865746,0.0649622290778529
893,XGB,LGBM,-0.05324675324675325,0.8186916800528405,-0.31581843840038576
893,XGB,MLP,0.03766233766233767,0.8712435420745898,-0.10145416558342382
893,LGBM,MLP,0.274025974025974,0.22935235226578057,0.10130718900976009
904,RF,XGB,0.42337662337662335,0.05582289840720049,0.2560882210188421
904,RF,LGBM,0.187012987012987,0.4169505000140746,0.355697148646413
904,RF,MLP,-0.3233766233766234,0.1527420375382629,-0.4119629115515674
904,XGB,LGBM,0.5662337662337662,0.007452803836674509,0.8877000759198566
904,XGB,MLP,-0.3220779220779221,0.15449229891803337,-0.17231790028495123
904,LGBM,MLP,-0.3064935064935065,0.17659418586665693,-0.19755637548308058
914,RF,XGB,0.5116883116883117,0.01773639724372509,0.68906406300939
914,RF,LGBM,0.551948051948052,0.00948241340899865,0.8081136420444409
914,RF,MLP,0.26103896103896107,0.25306481196664155,0.489436973357258
914,XGB,LGBM,0.5753246753246753,0.006358310845714959,0.8467816109302598
914,XGB,MLP,0.3181818181818181,0.1598268955547498,0.4968236203655451
914,LGBM,MLP,0.12467532467532469,0.590260853646067,0.6674125479618812
926,RF,XGB,0.6727272727272726,0.0008333435326227536,0.9193972830547178
926,RF,LGBM,0.7454545454545455,0.00010520239301192448,0.706293758940894
926,RF,MLP,-0.08181818181818182,0.7244098408074375,0.2485764927722371
926,XGB,LGBM,0.725974025974026,0.00019486894429420653,0.8417227064853466
926,XGB,MLP,0.2545454545454545,0.26548784934396497,0.5343570243919553
926,LGBM,MLP,0.12727272727272726,0.5824788611326692,0.7728121736461053
936,RF,XGB,0.7220779220779221,0.0002191009913753788,0.5211895941213012
936,RF,LGBM,0.49610389610389616,0.022176831557460017,0.5667937930696676
936,RF,MLP,0.22467532467532467,0.3275102738815652,0.42575185556585743
936,XGB,LGBM,0.13766233766233765,0.551800840604731,0.31701251111623996
936,XGB,MLP,0.21688311688311687,0.3450003269824448,0.5281584271014311
936,LGBM,MLP,-0.12857142857142856,0.5786044448638965,0.41794146884740274
939,RF,XGB,0.7194805194805195,0.00023665715585405198,0.7482552238165104
939,RF,LGBM,0.42337662337662335,0.05582289840720049,0.6028485317497362
939,RF,MLP,0.3207792207792208,0.15625650175659497,0.46417269105184555
939,XGB,LGBM,0.2987012987012987,0.18841842410537243,0.6809966672225274
939,XGB,MLP,0.34545454545454546,0.12507807750179883,0.5582144417162401
939,LGBM,MLP,0.22207792207792207,0.3332805195945379,0.6264956195230023
941,RF,XGB,0.503896103896104,0.01985737651415709,0.05449641631084295
941,RF,LGBM,0.2701298701298701,0.2363077950605595,0.35529421043564646
941,RF,MLP,0.04155844155844156,0.858047776266044,0.012117202012252807
941,XGB,LGBM,0.43376623376623374,0.049467479381547524,0.23104855954223802
941,XGB,MLP,0.17922077922077922,0.4369652748985062,-0.022816200512682096
941,LGBM,MLP,-0.007792207792207793,0.9732581834484768,0.01490764572272417
943,RF,XGB,0.3233766233766234,0.1527420375382629,-0.14559991050158516
943,RF,LGBM,0.42207792207792205,0.056659249673108106,0.49656833761570673
943,RF,MLP,-0.13896103896103898,0.5480180624883647,0.23890776791115784
943,XGB,LGBM,0.24675324675324672,0.2808956712631186,0.3405084493026513
943,XGB,MLP,0.41298701298701296,0.0627844372189399,0.47237604006965955
943,LGBM,MLP,0.1922077922077922,0.4038885272768977,0.6332662894512826
946,RF,XGB,0.8935064935064935,4.9461674793322137e-08,0.7607826636017646
946,RF,LGBM,0.7922077922077921,1.8668396670120594e-05,0.8425122260663206
946,RF,MLP,0.32597402597402597,0.14928317187962065,0.5678282027538615
946,XGB,LGBM,0.6974025974025975,0.0004413317796217928,0.9715914396740412
946,XGB,MLP,0.32857142857142857,0.14587956444987268,0.8043545189354435
946,LGBM,MLP,0.36623376623376624,0.10250352982629483,0.7785470372935461
952,RF,XGB,0.4883116883116883,0.02470752493518718,0.6543142037501979
952,RF,LGBM,0.3922077922077922,0.07866027810398214,0.8467275575308063
952,RF,MLP,0.2675324675324675,0.24102003675627295,0.5885033839794809
952,XGB,LGBM,0.5324675324675324,0.012957519789950384,0.8438667302705317
952,XGB,MLP,0.3675324675324675,0.10119902708769574,0.6258491019640762
952,LGBM,MLP,0.34545454545454546,0.12507807750179883,0.7927933732921941
965,RF,XGB,0.5389610389610389,0.011700072360478073,0.8981828686858165
965,RF,LGBM,0.8441558441558441,1.5068106991418413e-06,0.6244205190091211
965,RF,MLP,-0.16363636363636364,0.4784743069143618,0.23513390699459435
965,XGB,LGBM,0.696103896103896,0.0004570409713834745,0.7129672198578916
965,XGB,MLP,0.2727272727272727,0.2316557954857192,0.5324634959325522
965,LGBM,MLP,-0.02727272727272727,0.9065844922540648,0.7377961807519204
988,RF,XGB,0.44285714285714284,0.04437704849154563,0.8216662407622962
988,RF,LGBM,0.5974025974025974,0.004240874117222793,0.7738954836247408
988,RF,MLP,0.24025974025974026,0.29415239923972397,0.26621235801967685
988,XGB,LGBM,0.49610389610389616,0.022176831557460017,0.6915081983165448
988,XGB,MLP,-0.0987012987012987,0.6703614184969643,0.026248390409164577
988,LGBM,MLP,-0.01038961038961039,0.9643490145476253,0.12950743827684758
994,RF,XGB,0.7428571428571429,0.00011456707388370871,0.6826281314854042
994,RF,LGBM,0.7974025974025974,1.5001549621912613e-05,0.8276918635441474
994,RF,MLP,0.30129870129870134,0.18441900148730597,0.2806696394140892
994,XGB,LGBM,0.7246753246753247,0.00020267623916371931,0.8671772765190502
994,XGB,MLP,0.27792207792207796,0.2225320652788446,0.37505401509255376
994,LGBM,MLP,0.35844155844155845,0.11058955072221302,0.5346539978655661
1004,RF,XGB,0.7324675324675325,0.00015959227909270518,0.3174628148423998
1004,RF,LGBM,0.7831168831168831,2.698491900595073e-05,0.8081470035909383
1004,RF,MLP,0.16883116883116883,0.46442277316539365,0.22970014772501898
1004,XGB,LGBM,0.46623376623376617,0.03314052796877139,0.5234708473602165
1004,XGB,MLP,0.15714285714285717,0.4963338454232182,-0.004343591325097549
1004,LGBM,MLP,0.15714285714285717,0.4963338454232182,0.08068599037307063
1009,RF,XGB,0.6454545454545455,0.0015778975857754145,0.870992595569386
1009,RF,LGBM,0.774025974025974,3.835408895133142e-05,0.7801752037832074
1009,RF,MLP,0.3168831168831169,0.161633166892741,0.6067838790642509
1009,XGB,LGBM,0.5337662337662338,0.012697637214593745,0.5571491526260324
1009,XGB,MLP,0.35454545454545455,0.11480159086511355,0.507059649833055
1009,LGBM,MLP,0.2155844155844156,0.3479675136622996,0.809762833421999
1018,RF,XGB,0.8311688311688311,3.0551627702847524e-06,0.7338908046397625
1018,RF,LGBM,0.31428571428571433,0.16528805484305464,0.697029391293029
1018,RF,MLP,0.312987012987013,0.16713674816730895,0.6206394463708914
1018,XGB,LGBM,0.2987012987012987,0.18841842410537243,0.5534786713240579
1018,XGB,MLP,0.44285714285714284,0.04437704849154563,0.5622518492319858
1018,LGBM,MLP,0.4974025974025974,0.021775935134623416,0.8600439325465036
1033,RF,XGB,0.48181818181818176,0.026987226111659643,0.24594730443605115
1033,RF,LGBM,0.18571428571428572,0.4202513335237499,-0.044869049240137515
1033,RF,MLP,0.12207792207792208,0.5980864852006569,0.12876235326499585
1033,XGB,LGBM,-0.12857142857142856,0.5786044448638965,-0.5728259986043392
1033,XGB,MLP,-0.005194805194805195,0.9821704184352004,-0.2521483678363133
1033,LGBM,MLP,0.10389610389610389,0.6540274583163918,0.37712538985482263
1034,RF,XGB,0.6324675324675325,0.002094285916756489,0.46325074165010427
1034,RF,LGBM,0.187012987012987,0.4169505000140746,0.8275892520815644
1034,RF,MLP,0.04025974025974026,0.8624424916554133,0.5140307548920657
1034,XGB,LGBM,0.38051948051948054,0.08881428785517563,0.27734238678536366
1034,XGB,MLP,-0.02857142857142857,0.9021562162960429,0.33987778440162053
1034,LGBM,MLP,0.07012987012987014,0.7625997832797398,0.7518041052168601
1043,RF,XGB,0.6662337662337662,0.0009757283731243901,0.6004412876119285
1043,RF,LGBM,0.7584415584415585,6.763045475607197e-05,0.7652722797144822
1043,RF,MLP,0.15194805194805194,0.5108526218124549,0.32860077790657904
1043,XGB,LGBM,0.6337662337662338,0.002036972717580764,0.8347569339992444
1043,XGB,MLP,0.15454545454545454,0.5035678584762259,0.5686363409645546
1043,LGBM,MLP,0.23376623376623373,0.3077875466640504,0.5898472475521026
1061,RF,XGB,0.0935064935064935,0.6868397848627376,-0.4082534249607082
1061,RF,LGBM,0.24805194805194808,0.2782897943042767,0.6439332282284878
1061,RF,MLP,-0.05324675324675325,0.8186916800528405,0.08232654902239302
1061,XGB,LGBM,0.3233766233766234,0.1527420375382629,0.0476709876007117
1061,XGB,MLP,-0.09090909090909091,0.6951310760397714,-0.43837163272833507
1061,LGBM,MLP,0.1883116883116883,0.4136637589062404,0.044080237970442374
1073,RF,XGB,0.838961038961039,2.0139708710192916e-06,0.6510037295559662
1073,RF,LGBM,0.851948051948052,9.55713074466901e-07,0.8391391126416708
1073,RF,MLP,0.21038961038961035,0.35998449216768674,0.32196381664018336
1073,XGB,LGBM,0.7090909090909091,0.0003195131305886621,0.8443445949316483
1073,XGB,MLP,0.18311688311688312,0.4268950962943347,0.5113548185292804
1073,LGBM,MLP,0.2896103896103896,0.2028773165232885,0.5490139614229808
1074,RF,XGB,0.44285714285714284,0.04437704849154563,0.21979705479260492
1074,RF,LGBM,0.6415584415584416,0.0017200676131313936,0.5576349098458513
1074,RF,MLP,0.212987012987013,0.35394640699014296,0.24009020324632696
1074,XGB,LGBM,0.2961038961038961,0.19247618519439216,0.028092536063102875
1074,XGB,MLP,0.3064935064935065,0.17659418586665693,0.3865038625040003
1074,LGBM,MLP,0.014285714285714285,0.9509932422972027,0.28934659546079367
1079,RF,XGB,0.9259740259740258,1.779103836891949e-09,0.8238215222228927
1079,RF,LGBM,0.551948051948052,0.00948241340899865,0.604973468408411
1079,RF,MLP,0.22987012987012984,0.3161498376663408,0.30520686002154995
1079,XGB,LGBM,0.5155844155844156,0.016746441238866275,0.7577084949368403
1079,XGB,MLP,0.37792207792207794,0.09119661406939472,0.19670311390869777
1079,LGBM,MLP,0.24545454545454545,0.28351670883126684,0.22550658097239298
1084,RF,XGB,0.7870129870129869,2.309278639660772e-05,0.6785008987049397
1084,RF,LGBM,0.7558441558441559,7.403635379593029e-05,0.712972262342392
1084,RF,MLP,0.23636363636363636,0.3022881358528413,0.17696605647128588
1084,XGB,LGBM,0.6896103896103896,0.0005429563727057949,0.5995538460805271
1084,XGB,MLP,0.29740259740259745,0.19043999754486568,-0.06242573328325975
1084,LGBM,MLP,0.2038961038961039,0.37533722290245836,-0.032897252008942376
1106,RF,XGB,0.5987012987012986,0.004137339094531022,0.6906449907733668
1106,RF,LGBM,0.5168831168831168,0.0164265280840293,0.5387425395940674
1106,RF,MLP,0.21428571428571425,0.35094954850355253,0.3301464705805453
1106,XGB,LGBM,0.34415584415584416,0.12659816458138168,0.46084557993338665
1106,XGB,MLP,0.3246753246753247,0.15100567594389833,0.5415992791535262
1106,LGBM,MLP,0.10259740259740259,0.6580970577075416,0.41945710327404095
1108,RF,XGB,0.34285714285714286,0.1281314100732618,-0.16647151760881623
1108,RF,LGBM,0.187012987012987,0.4169505000140746,0.44789968607553804
1108,RF,MLP,0.029870129870129873,0.8977307350801783,0.2625900171498866
1108,XGB,LGBM,0.27792207792207796,0.2225320652788446,0.10529891190372086
1108,XGB,MLP,-0.05584415584415584,0.8099992137199937,-0.04114353505106035
1108,LGBM,MLP,0.42987012987012985,0.05178188171189559,0.6543693537971481
1110,RF,XGB,0.37532467532467534,0.09362577329735101,-0.07102555651898286
1110,RF,LGBM,0.16623376623376623,0.471422022315551,0.2833369441864606
1110,RF,MLP,0.22467532467532467,0.3275102738815652,0.16453479233564247
1110,XGB,LGBM,0.13766233766233765,0.551800840604731,0.4426070089442669
1110,XGB,MLP,-0.01818181818181818,0.9376501036584043,-0.2864385316758337
1110,LGBM,MLP,-0.2857142857142857,0.2092950927335546,-0.3868020405589452
1111,RF,XGB,0.7376623376623377,0.00013547414981215296,0.7856543475101512
1111,RF,LGBM,0.6103896103896104,0.0032965720706862613,0.45919608195233574
1111,RF,MLP,-0.27662337662337666,0.22479050345941629,-0.15311235143857718
1111,XGB,LGBM,0.5298701298701299,0.01349023456881028,0.6945848786979723
1111,XGB,MLP,-0.11818181818181818,0.6099052209533065,0.03659380888447372
1111,LGBM,MLP,0.014285714285714285,0.9509932422972027,0.13021519855940664
1113,RF,XGB,0.4805194805194805,0.027462536204208972,0.521244244224125
1113,RF,LGBM,0.6831168831168831,0.0006422902406314428,0.8206209835228081
1113,RF,MLP,0.42727272727272725,0.053370405215496956,0.6095851430818536
1113,XGB,LGBM,0.6285714285714287,0.0022744232200460814,0.7782186042808623
1113,XGB,MLP,0.1883116883116883,0.4136637589062404,0.6929234230634899
1113,LGBM,MLP,0.22337662337662337,0.330387908876124,0.77533364798932
1114,RF,XGB,0.5597402597402598,0.008325815617061407,0.7805120637822028
1114,RF,LGBM,0.3025974025974026,0.1824410913813027,0.8600739977271915
1114,RF,MLP,0.3233766233766234,0.1527420375382629,0.7093415036100379
1114,XGB,LGBM,0.3064935064935065,0.17659418586665693,0.752957910855338
1114,XGB,MLP,0.20649350649350648,0.3691521306594588,0.6874928738413498
1114,LGBM,MLP,-0.02077922077922078,0.9287633909628463,0.8367572324695948
1117,RF,XGB,0.525974025974026,0.014322464412872613,0.629110092196097
1117,RF,LGBM,0.4194805194805195,0.05836062913446332,0.7749248723494597
1117,RF,MLP,0.312987012987013,0.16713674816730895,0.6836648431179266
1117,XGB,LGBM,0.374025974025974,0.09485806555451039,0.7252715888593522
1117,XGB,MLP,0.35454545454545455,0.11480159086511355,0.6719297520025773
1117,LGBM,MLP,-0.087012987012987,0.7076308010268806,0.8307852765227199
1132,RF,XGB,0.503896103896104,0.01985737651415709,0.028188128562386793
1132,RF,LGBM,0.49870129870129876,0.02138084599925308,0.6167388429456853
1132,RF,MLP,0.1987012987012987,0.3878822634645567,0.13152490981437603
1132,XGB,LGBM,0.2584415584415584,0.2579885873988545,0.448624599751323
1132,XGB,MLP,0.07012987012987014,0.7625997832797398,0.3864783240767066
1132,LGBM,MLP,0.06753246753246753,0.7711624988673798,0.5463178591363468
1137,RF,XGB,0.8805194805194804,1.4004148957869466e-07,0.8340785843419095
1137,RF,LGBM,0.0974025974025974,0.6744677255097002,0.6475085444087842
1137,RF,MLP,0.00909090909090909,0.9688031519255759,0.5547085673778295
1137,XGB,LGBM,0.12727272727272726,0.5824788611326692,0.8576556594982906
1137,XGB,MLP,0.087012987012987,0.7076308010268806,0.8817611521533041
