test_index,Local_Spearman_rho,Local_Spearman_p_value,Local_Cosine_similarity
1667,0.20753685608870295,0.36668413452859777,0.446501359482107
1676,-0.05274606554080365,0.8203696699031799,0.0948764215771847
1682,-0.07490568646910138,0.7469257051089169,-0.07150811784610858
1691,0.1236974638939289,0.5932019347201238,0.4204836911415394
1701,0.06184873194696445,0.7899880940763563,0.047347096215681006
1709,0.2691401805799981,0.23809619320620543,0.2299000904563
1712,0.14981137293820276,0.5168828844769014,0.2380348747869327
1715,0.3305471118498878,0.14332743724819613,0.10759164500946203
1719,0.3181773654604949,0.15983306448038595,0.39121977459939494
1720,0.18554619584089332,0.4206795854632498,0.0009948178227141523
1723,0.1917310690355898,0.40507774410819614,0.11254952065298542
1733,0.319551781725983,0.15793675141904853,0.21576624284483797
1736,-0.1447135644324613,0.5314055906238114,-0.09926123054374608
1738,0.34635289890300097,0.12403425697227548,0.2744177036765561
1743,-0.07559289460184544,0.7446780438037582,-0.33394808327674713
1747,0.26113909044273875,0.2528762133263729,0.0863439616941844
1757,-0.12438467202667296,0.5911343961276787,-0.13487143235383506
1758,0.19745962997326497,0.3909151298267606,0.18998579995385628
1759,0.30855645160207823,0.1735508247509057,0.4128276346744733
1777,0.39514467632782846,0.07625113539012765,0.6196024417061478
1780,0.2047880235577267,0.3732067358486599,0.21765535972125682
